y,Bifidobacteriales,Micrococcales,Corynebacteriales,Actinomycetales,Streptomycetales,Propionibacteriales,Micromonosporales,Glycomycetales,Pseudonocardiales,Frankiales,Geodermatophilales,Jiangellales,Streptosporangiales,Rubrobacterales,Acidimicrobiales,Coriobacteriales,Euzebyales,Lactobacillales,Bacillales,Clostridiales,Thermoanaerobacterales,Tissierellales,Erysipelotrichales,Synechococcales,Gloeobacterales,Nostocales,Chroococcales,Oscillatoriales,Mycoplasmatales,Acholeplasmatales,Entomoplasmatales,Chloroflexales,Anaerolineales,Thermoflexales,Chthonomonadales,Enterobacterales,Xanthomonadales,Aeromonadales,Vibrionales,Pseudomonadales,Chromatiales,Cellvibrionales,Oceanospirillales,Alteromonadales,Pasteurellales,Legionellales,Rhizobiales,Sphingomonadales,Rhodospirillales,Rhodobacterales,Rickettsiales,Holosporales,Magnetococcales,Caulobacterales,Emcibacterales,Pelagibacterales,Parvularculales,Sneathiellales,Neisseriales,Burkholderiales,Rhodocyclales,Desulfarculales,Desulfobacterales,Myxococcales,Desulfuromonadales,Desulfovibrionales,Campylobacterales,Bdellovibrionales,Gemmatimonadales,Flavobacteriales,Sphingobacteriales,Bacteroidales,Marinilabiliales,Cytophagales,Chlorobiales,Chitinivibrionales,Spirochaetales,Leptospirales,Parachlamydiales,Lentisphaerales,Elusimicrobiales,Fusobacteriales,Aquificales,Kosmotogales,Chrysiogenales,Deferribacterales,Holophagales,Halanaerobiales,Natranaerobiales,Selenomonadales,Cardiobacteriales,Thiotrichales,Kiloniellales,Nitrosomonadales,Chitinophagales,Fibrobacterales,Chlamydiales,Microstromatales,Candidatus Nanopelagicales,Kineosporiales,Veillonellales,Methylococcales,Nevskiales,Kordiimonadales,Minwuiales,Bradymonadales,Hydrogenophilales,Bacteroidetes Order II. Incertae sedis,Brachyspirales,Haloplasmatales,Puniceicoccales,Thermodesulfobacteriales,Thermotogales,Salinisphaerales,Immundisolibacterales,Silvanigrellales,Acidithiobacillales,Acidothermales,Eggerthellales,Nitriliruptorales,Solirubrobacterales,Ktedonobacterales,Sphaerobacterales,Deinococcales,Abditibacteriales,Balneolales,Acidobacteriales,Planctomycetales,Primates,Syntrophobacterales,Nautiliales,Candidatus Gastranaerophilales,Saprospirales,Verrucomicrobiales,Candidatus Brocadiales,Nakamurellales,Fimbriimonadales,Acidiferrobacterales,Acidaminococcales,Thermoleophilales,Thermales,Rhodothermales,Petrotogales,Nitrospirales,Synergistales,Pucciniales,Gaiellales,Herpetosiphonales,Capsulimonadales,Opitutales,Victivallales,Desulfurellales,Bacteriovoracales,Mariprofundales,Polyporales,Sedimentisphaerales,Candidatus Cryosericales,Thermomicrobiales,Desulfurobacteriales,Saprolegniales,Hypocreales,Catenulisporales,Dictyoglomales,Orbales,Gloeoemargaritales,Mesoaciditogales,Thermogemmatisporales,Methylacidiphilales,Phycisphaerales,Blastocatellales,Calditrichales,Arenicellales,Pleurocapsales,Caldisericales,Pleosporales,Ignavibacteriales,Candidatus Comantemales,Sordariales,Eucoccidiorida,Onygenales,Brevinematales
septic,63.0,997.0,303.0,55.0,171.0,13.0,23.0,0.0,4.0,27.0,57.0,0.0,6.0,0.0,0.0,95.0,1.0,52.0,1115.0,257.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,769.0,84.0,431.0,161.0,299.0,7.0,3.0,18.0,5.0,2.0,0.0,82.0,1648.0,6.0,7.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,303.0,0.0,0.0,9.0,11.0,1.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,160200.0,609.0,508.0,235.0,226.0,210.0,12.0,8.0,24.0,16.0,6.0,0.0,3.0,47.0,20.0,9.0,2.0,5746.0,3159.0,1728.0,3.0,163.0,2.0,79.0,45.0,3.0,1.0,1.0,43.0,16.0,7.0,0.0,9.0,6.0,0.0,5083.0,2452.0,158.0,297.0,394.0,49.0,18.0,19.0,35.0,13.0,2.0,1509.0,358.0,97.0,61.0,192.0,14.0,13.0,6.0,0.0,0.0,1.0,1.0,85.0,104.0,0.0,20.0,9.0,0.0,5.0,5.0,38.0,0.0,0.0,21.0,2.0,4.0,0.0,2.0,127.0,4.0,37.0,6.0,4.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,5.0,0.0,1.0,9.0,2.0,0.0,8.0,4.0,0.0,2.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,14.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,52945.0,308.0,527.0,118.0,72.0,66.0,5.0,4.0,2.0,7.0,79.0,0.0,6.0,1.0,2.0,1.0,1.0,992.0,1087.0,573.0,0.0,24.0,0.0,19.0,17.0,0.0,0.0,0.0,7.0,13.0,0.0,3.0,1.0,0.0,0.0,1800.0,719.0,113.0,103.0,312.0,18.0,8.0,6.0,19.0,3.0,1.0,716.0,64.0,90.0,37.0,36.0,12.0,3.0,2.0,1.0,1.0,0.0,1.0,21.0,59.0,0.0,3.0,2.0,0.0,2.0,3.0,5.0,2.0,0.0,84.0,0.0,1.0,0.0,1.0,42.0,0.0,7.0,4.0,3.0,0.0,5.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,66.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,3633.0,725.0,182.0,41.0,72.0,60.0,13.0,1.0,6.0,5.0,24.0,0.0,0.0,61.0,1.0,41.0,1.0,543.0,300.0,186.0,0.0,83.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,695.0,76.0,158.0,75.0,161.0,0.0,15.0,7.0,6.0,3.0,2.0,202.0,858.0,7.0,49.0,17.0,3.0,4.0,18.0,0.0,0.0,0.0,0.0,26.0,110.0,19.0,1.0,1.0,6.0,1.0,2.0,12.0,0.0,0.0,15.0,57.0,23.0,0.0,0.0,12.0,0.0,1.0,1.0,9.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,55722.0,69.0,192.0,164.0,75.0,153.0,13.0,1.0,7.0,2.0,5.0,1.0,10.0,53.0,3.0,2.0,1.0,1175.0,1344.0,362.0,3.0,12.0,1.0,27.0,14.0,2.0,0.0,1.0,17.0,2.0,1.0,1.0,2.0,4.0,0.0,1512.0,1572.0,70.0,128.0,98.0,21.0,14.0,9.0,18.0,3.0,0.0,298.0,66.0,19.0,41.0,26.0,6.0,3.0,3.0,1.0,0.0,0.0,1.0,37.0,69.0,0.0,3.0,5.0,8.0,0.0,2.0,10.0,0.0,0.0,8.0,0.0,28.0,0.0,0.0,50.0,3.0,6.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,241.0,749.0,149.0,48.0,120.0,56.0,27.0,0.0,6.0,14.0,90.0,0.0,3.0,2.0,0.0,90.0,2.0,104.0,514.0,339.0,2.0,14.0,1.0,57.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,986.0,234.0,483.0,151.0,44.0,9.0,4.0,19.0,5.0,1.0,1.0,717.0,2182.0,32.0,19.0,26.0,11.0,7.0,1.0,0.0,2.0,0.0,0.0,29.0,68.0,0.0,0.0,4.0,13.0,1.0,7.0,34.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,61702.0,257.0,125.0,152.0,71.0,130.0,4.0,1.0,2.0,6.0,10.0,2.0,1.0,19.0,8.0,3.0,1.0,1401.0,946.0,374.0,1.0,12.0,2.0,29.0,17.0,2.0,0.0,0.0,15.0,6.0,3.0,2.0,1.0,1.0,0.0,1731.0,1214.0,82.0,134.0,162.0,30.0,9.0,17.0,86.0,10.0,1.0,522.0,67.0,129.0,556.0,46.0,15.0,5.0,6.0,0.0,0.0,0.0,0.0,48.0,114.0,0.0,9.0,6.0,2.0,3.0,1.0,14.0,0.0,0.0,8.0,0.0,3.0,0.0,1.0,79.0,0.0,15.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,47.0,750.0,411.0,62.0,105.0,27.0,15.0,0.0,4.0,13.0,72.0,2.0,4.0,20.0,0.0,66.0,2.0,154.0,375.0,243.0,0.0,186.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,518.0,39.0,201.0,280.0,43.0,1.0,5.0,16.0,4.0,2.0,0.0,137.0,1038.0,13.0,16.0,14.0,3.0,1.0,4.0,0.0,2.0,1.0,0.0,9.0,83.0,0.0,0.0,6.0,10.0,2.0,2.0,5.0,0.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,27867.0,43.0,99.0,117.0,46.0,32.0,4.0,2.0,2.0,2.0,3.0,0.0,3.0,0.0,4.0,3.0,1.0,401.0,772.0,246.0,0.0,6.0,0.0,13.0,12.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,3.0,2.0,0.0,750.0,821.0,45.0,58.0,183.0,11.0,6.0,6.0,9.0,4.0,0.0,256.0,226.0,26.0,27.0,18.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,15.0,35.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,24.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,22.0,524.0,73.0,35.0,56.0,7.0,15.0,0.0,3.0,13.0,39.0,0.0,1.0,0.0,1.0,50.0,0.0,83.0,189.0,133.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,551.0,66.0,103.0,105.0,43.0,1.0,1.0,13.0,2.0,0.0,0.0,143.0,1749.0,8.0,7.0,9.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,59.0,0.0,0.0,7.0,13.0,1.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,10710.0,89.0,160.0,36.0,36.0,53.0,3.0,2.0,2.0,4.0,3.0,0.0,2.0,0.0,3.0,2.0,0.0,507.0,382.0,337.0,1.0,81.0,8.0,13.0,5.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,524.0,572.0,14.0,52.0,7.0,14.0,2.0,0.0,3.0,2.0,14.0,61.0,13.0,28.0,10.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,29.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,15.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,15321.0,370.0,107.0,145.0,114.0,115.0,12.0,17.0,5.0,3.0,4.0,0.0,1.0,81.0,12.0,5.0,1.0,4782.0,2182.0,532.0,2.0,157.0,1.0,40.0,20.0,3.0,1.0,1.0,18.0,13.0,1.0,4.0,18.0,5.0,0.0,1970.0,961.0,62.0,157.0,2056.0,26.0,10.0,21.0,15.0,3.0,0.0,424.0,101.0,55.0,49.0,44.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,68.0,333.0,0.0,20.0,5.0,1.0,0.0,12.0,15.0,1.0,0.0,16.0,0.0,1.0,0.0,7.0,64.0,0.0,19.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,9.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,43.0,745.0,150.0,50.0,115.0,49.0,22.0,0.0,3.0,16.0,73.0,0.0,5.0,1.0,0.0,84.0,1.0,77.0,682.0,230.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1173.0,153.0,81.0,143.0,108.0,5.0,6.0,34.0,35.0,5.0,2.0,230.0,2391.0,22.0,23.0,8.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,16.0,72.0,1.0,0.0,6.0,8.0,2.0,7.0,9.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,55881.0,83.0,429.0,198.0,101.0,107.0,2.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,11.0,7.0,3.0,2034.0,1753.0,551.0,1.0,20.0,3.0,23.0,16.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,3.0,5.0,0.0,1638.0,979.0,72.0,102.0,920.0,20.0,23.0,16.0,14.0,5.0,1.0,677.0,288.0,53.0,35.0,28.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,35.0,91.0,1.0,2.0,3.0,5.0,1.0,2.0,16.0,0.0,0.0,8.0,1.0,3.0,0.0,257.0,42.0,1.0,10.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,49.0,1240.0,1040.0,88.0,106.0,35.0,36.0,1.0,7.0,20.0,64.0,0.0,1.0,250.0,0.0,80.0,1.0,134.0,977.0,654.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,593.0,31.0,117.0,13.0,2.0,8.0,22.0,2.0,0.0,1.0,260.0,2094.0,12.0,178.0,17.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,19.0,173.0,0.0,1.0,4.0,15.0,0.0,9.0,4.0,1.0,0.0,197.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,144.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,267.0,1690.0,289.0,92.0,257.0,65.0,62.0,2.0,13.0,27.0,109.0,1.0,4.0,9.0,0.0,161.0,4.0,262.0,873.0,531.0,0.0,36.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,919.0,9.0,275.0,266.0,691.0,0.0,0.0,7.0,2.0,2.0,0.0,118.0,540.0,2.0,5.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,137.0,0.0,0.0,5.0,4.0,1.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,10.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,5.0,0.0,1.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,215.0,3452.0,512.0,168.0,706.0,156.0,110.0,0.0,34.0,67.0,266.0,4.0,11.0,1.0,0.0,307.0,10.0,210.0,1324.0,1226.0,4.0,58.0,0.0,4.0,0.0,2.0,0.0,1.0,24.0,0.0,1.0,3.0,3.0,0.0,0.0,5109.0,875.0,835.0,572.0,1484.0,17.0,8.0,69.0,10.0,16.0,2.0,789.0,3540.0,96.0,70.0,48.0,19.0,13.0,44.0,0.0,64.0,0.0,1.0,43.0,239.0,1.0,3.0,8.0,36.0,14.0,22.0,27.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,7.0,17.0,0.0,1.0,23.0,0.0,1.0,6.0,4.0,0.0,3.0,0.0,0.0,0.0,17.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,111.0,1.0,0.0,2.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,6.0,21.0,0.0,6.0,0.0,2.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
