y,Bifidobacteriales,Micrococcales,Corynebacteriales,Actinomycetales,Streptomycetales,Propionibacteriales,Micromonosporales,Glycomycetales,Pseudonocardiales,Frankiales,Geodermatophilales,Jiangellales,Streptosporangiales,Rubrobacterales,Acidimicrobiales,Coriobacteriales,Euzebyales,Lactobacillales,Bacillales,Clostridiales,Thermoanaerobacterales,Tissierellales,Erysipelotrichales,Synechococcales,Gloeobacterales,Nostocales,Chroococcales,Oscillatoriales,Mycoplasmatales,Acholeplasmatales,Entomoplasmatales,Chloroflexales,Anaerolineales,Thermoflexales,Chthonomonadales,Enterobacterales,Xanthomonadales,Aeromonadales,Vibrionales,Pseudomonadales,Chromatiales,Cellvibrionales,Oceanospirillales,Alteromonadales,Pasteurellales,Legionellales,Rhizobiales,Sphingomonadales,Rhodospirillales,Rhodobacterales,Rickettsiales,Holosporales,Magnetococcales,Caulobacterales,Emcibacterales,Pelagibacterales,Parvularculales,Sneathiellales,Neisseriales,Burkholderiales,Rhodocyclales,Desulfarculales,Desulfobacterales,Myxococcales,Desulfuromonadales,Desulfovibrionales,Campylobacterales,Bdellovibrionales,Gemmatimonadales,Flavobacteriales,Sphingobacteriales,Bacteroidales,Marinilabiliales,Cytophagales,Chlorobiales,Chitinivibrionales,Spirochaetales,Leptospirales,Parachlamydiales,Lentisphaerales,Elusimicrobiales,Fusobacteriales,Aquificales,Kosmotogales,Chrysiogenales,Deferribacterales,Holophagales,Halanaerobiales,Natranaerobiales,Selenomonadales,Cardiobacteriales,Thiotrichales,Kiloniellales,Nitrosomonadales,Chitinophagales,Fibrobacterales,Chlamydiales,Microstromatales,Candidatus Nanopelagicales,Kineosporiales,Veillonellales,Methylococcales,Nevskiales,Kordiimonadales,Minwuiales,Bradymonadales,Hydrogenophilales,Bacteroidetes Order II. Incertae sedis,Brachyspirales,Haloplasmatales,Puniceicoccales,Thermodesulfobacteriales,Thermotogales,Salinisphaerales,Immundisolibacterales,Silvanigrellales,Acidithiobacillales,Acidothermales,Eggerthellales,Nitriliruptorales,Solirubrobacterales,Ktedonobacterales,Sphaerobacterales,Deinococcales,Abditibacteriales,Balneolales,Acidobacteriales,Planctomycetales,Primates,Syntrophobacterales,Nautiliales,Candidatus Gastranaerophilales,Saprospirales,Verrucomicrobiales,Candidatus Brocadiales,Nakamurellales,Fimbriimonadales,Acidiferrobacterales,Acidaminococcales,Thermoleophilales,Thermales,Rhodothermales,Petrotogales,Nitrospirales,Synergistales,Pucciniales,Gaiellales,Herpetosiphonales,Capsulimonadales,Opitutales,Victivallales,Desulfurellales,Bacteriovoracales,Mariprofundales,Polyporales,Sedimentisphaerales,Candidatus Cryosericales,Thermomicrobiales,Desulfurobacteriales,Saprolegniales,Hypocreales,Catenulisporales,Dictyoglomales,Orbales,Gloeoemargaritales,Mesoaciditogales,Thermogemmatisporales,Methylacidiphilales,Phycisphaerales,Blastocatellales,Calditrichales,Arenicellales,Pleurocapsales,Caldisericales,Pleosporales,Ignavibacteriales,Candidatus Comantemales,Sordariales,Eucoccidiorida,Onygenales,Brevinematales
septic,180.0,2104.0,272.0,127.0,549.0,92.0,62.0,0.0,363.0,520.0,150.0,1.0,3.0,523.0,1.0,141.0,17.0,5436.0,2887.0,840.0,1.0,260.0,6.0,3.0,0.0,0.0,0.0,0.0,66.0,2.0,10.0,1.0,1.0,0.0,0.0,3627.0,239.0,836.0,418.0,475.0,28.0,16.0,62.0,6.0,3.0,5.0,1092.0,1868.0,91.0,102.0,122.0,64.0,26.0,40.0,0.0,6.0,0.0,0.0,73.0,204.0,4.0,0.0,7.0,15.0,4.0,10.0,45.0,1.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,107.0,17.0,0.0,0.0,10.0,8.0,1.0,1.0,11.0,0.0,4.0,0.0,11.0,0.0,17.0,4.0,11.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,12.0,5.0,0.0,0.0,3.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,2.0,6.0,0.0,5.0,0.0,1.0,1.0,0.0,34.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,72.0,1283.0,239.0,88.0,188.0,34.0,35.0,0.0,5.0,32.0,100.0,1.0,8.0,0.0,0.0,122.0,12.0,1926.0,1286.0,510.0,0.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,3.0,7.0,1.0,15.0,1.0,0.0,1748.0,134.0,366.0,197.0,836.0,16.0,13.0,33.0,16.0,3.0,10.0,564.0,313.0,168.0,79.0,40.0,8.0,7.0,7.0,0.0,6.0,1.0,0.0,89.0,119.0,55.0,0.0,2.0,4.0,9.0,4.0,27.0,1.0,1.0,16.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,50.0,11.0,0.0,0.0,11.0,5.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,5.0,554.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,10.0,4.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,28.0,523.0,130.0,18.0,101.0,80.0,11.0,0.0,6.0,7.0,30.0,0.0,2.0,3.0,0.0,48.0,5.0,320.0,328.0,180.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,930.0,76.0,381.0,84.0,774.0,50.0,13.0,10.0,3.0,0.0,1.0,415.0,54.0,653.0,98.0,31.0,25.0,10.0,14.0,0.0,2.0,0.0,0.0,26.0,63.0,5.0,0.0,6.0,0.0,2.0,0.0,8.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,150.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,181.0,2220.0,367.0,127.0,353.0,99.0,50.0,1.0,34.0,44.0,163.0,0.0,10.0,0.0,1.0,219.0,10.0,2102.0,1393.0,935.0,0.0,42.0,2.0,4.0,0.0,0.0,0.0,0.0,30.0,2.0,3.0,1.0,9.0,1.0,0.0,5325.0,311.0,2387.0,448.0,3060.0,26.0,37.0,47.0,28.0,5.0,2.0,1868.0,1901.0,171.0,164.0,127.0,51.0,45.0,7.0,1.0,5.0,0.0,0.0,121.0,330.0,27.0,1.0,10.0,9.0,7.0,8.0,31.0,1.0,0.0,32.0,173.0,3.0,2.0,32.0,1.0,0.0,1.0,45.0,18.0,0.0,0.0,15.0,2.0,0.0,0.0,25.0,2.0,1.0,0.0,5.0,0.0,17.0,6.0,7.0,131.0,1.0,2.0,0.0,0.0,0.0,5.0,2.0,9.0,19.0,1.0,0.0,2.0,44.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,3.0,12.0,0.0,13.0,0.0,2.0,1.0,0.0,265.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
septic,98.0,1491.0,525.0,238.0,276.0,151.0,58.0,0.0,16.0,620.0,126.0,0.0,8.0,151.0,0.0,159.0,11.0,3353.0,3553.0,731.0,1.0,54.0,5.0,8.0,0.0,0.0,0.0,0.0,37.0,1.0,9.0,1.0,1.0,0.0,0.0,5212.0,592.0,2394.0,318.0,4125.0,57.0,53.0,45.0,17.0,29.0,4.0,3308.0,284.0,238.0,182.0,137.0,79.0,58.0,22.0,6.0,7.0,0.0,0.0,232.0,375.0,3.0,3.0,10.0,11.0,1.0,17.0,66.0,3.0,7.0,17.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,56.0,22.0,0.0,0.0,10.0,6.0,5.0,0.0,13.0,0.0,2.0,0.0,6.0,0.0,25.0,4.0,16.0,3.0,1.0,3.0,0.0,0.0,0.0,8.0,10.0,59.0,27.0,2.0,0.0,5.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,20.0,4.0,0.0,2.0,9.0,0.0,3.0,0.0,1.0,0.0,0.0,93.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
septic,157.0,1554.0,2559.0,403.0,247.0,100.0,52.0,0.0,15.0,55.0,1438.0,0.0,10.0,24.0,0.0,119.0,5.0,4678.0,2918.0,511.0,2.0,73.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,3.0,2.0,1.0,5.0,0.0,0.0,7654.0,761.0,1233.0,294.0,5299.0,48.0,76.0,76.0,35.0,20.0,6.0,4623.0,6955.0,301.0,369.0,234.0,141.0,93.0,60.0,1.0,11.0,3.0,0.0,187.0,442.0,5.0,4.0,10.0,34.0,2.0,23.0,83.0,4.0,0.0,119.0,8.0,1.0,0.0,1.0,2.0,0.0,2.0,48.0,21.0,0.0,0.0,8.0,2.0,3.0,2.0,25.0,1.0,1.0,0.0,7.0,0.0,14.0,5.0,4.0,11.0,1.0,5.0,0.0,1.0,0.0,2.0,7.0,3.0,29.0,2.0,1.0,1.0,20.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,8.0,5.0,0.0,6.0,20.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,191.0,1746.0,266.0,159.0,319.0,66.0,64.0,0.0,14.0,39.0,324.0,0.0,6.0,1105.0,2.0,151.0,6.0,1014.0,1938.0,746.0,3.0,34.0,1.0,4.0,0.0,3.0,0.0,0.0,16.0,0.0,2.0,1.0,2.0,0.0,0.0,4492.0,684.0,1983.0,372.0,359.0,20.0,47.0,39.0,30.0,11.0,3.0,2639.0,1949.0,226.0,224.0,172.0,70.0,50.0,47.0,3.0,6.0,1.0,2.0,137.0,545.0,3.0,2.0,7.0,19.0,4.0,17.0,55.0,2.0,1.0,9.0,6.0,62.0,0.0,8.0,0.0,0.0,4.0,10.0,24.0,0.0,0.0,15.0,2.0,2.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0,15.0,8.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,16.0,20.0,1.0,1.0,4.0,33.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,14.0,4.0,0.0,7.0,16.0,0.0,3.0,0.0,3.0,3.0,1.0,90.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
septic,175.0,1064.0,847.0,76.0,195.0,214.0,24.0,1.0,37.0,11.0,1284.0,0.0,11.0,612.0,0.0,88.0,7.0,326.0,364.0,274.0,0.0,12.0,28.0,0.0,0.0,5.0,0.0,2.0,5.0,0.0,3.0,10.0,13.0,0.0,0.0,5746.0,1023.0,499.0,190.0,358.0,19.0,38.0,52.0,10.0,13.0,5.0,1910.0,3340.0,167.0,337.0,104.0,37.0,35.0,434.0,2.0,3.0,0.0,0.0,66.0,487.0,0.0,0.0,5.0,18.0,22.0,13.0,38.0,1.0,3.0,590.0,3.0,4.0,1.0,2.0,2.0,0.0,1.0,6.0,11.0,0.0,1.0,17.0,1.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,19.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,1.0,383.0,5.0,0.0,1.0,0.0,0.0,1.0,5.0,30.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,414.0,2183.0,413.0,156.0,640.0,99.0,80.0,1.0,17.0,54.0,153.0,1.0,4.0,238.0,0.0,191.0,8.0,721.0,2755.0,676.0,0.0,41.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,1.0,6.0,4.0,1.0,0.0,5116.0,508.0,1495.0,352.0,222.0,42.0,54.0,56.0,17.0,9.0,2.0,3550.0,1308.0,210.0,202.0,352.0,82.0,66.0,131.0,0.0,3.0,0.0,1.0,106.0,346.0,5.0,1.0,10.0,11.0,17.0,18.0,62.0,1.0,0.0,16.0,4.0,36.0,1.0,3.0,0.0,0.0,2.0,15.0,22.0,0.0,0.0,8.0,1.0,1.0,3.0,13.0,8.0,0.0,0.0,1.0,3.0,12.0,11.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,44.0,0.0,0.0,0.0,35.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,6.0,0.0,2.0,14.0,0.0,6.0,0.0,1.0,0.0,1.0,67.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,39.0,3095.0,4481.0,725.0,259.0,221.0,21.0,0.0,18.0,14.0,62.0,1.0,8.0,1.0,0.0,80.0,3.0,560.0,3586.0,1874.0,2.0,9.0,1330.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,5.0,1.0,0.0,2811.0,256.0,482.0,157.0,4551.0,6.0,24.0,34.0,11.0,11.0,2.0,1047.0,839.0,83.0,66.0,55.0,27.0,25.0,7.0,0.0,1.0,0.0,1.0,44.0,236.0,1.0,0.0,10.0,7.0,94.0,13.0,25.0,0.0,2.0,361.0,1.0,1.0,0.0,6.0,1.0,0.0,2.0,11.0,7.0,0.0,0.0,9.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,1.0,1.0,11.0,12.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,16.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,110.0,1454.0,1204.0,1170.0,85.0,56.0,17.0,0.0,8.0,11.0,73.0,0.0,2.0,0.0,0.0,72.0,3.0,1958.0,461.0,245.0,1.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,19.0,55.0,0.0,0.0,7496.0,1598.0,586.0,191.0,547.0,40.0,78.0,100.0,36.0,4.0,0.0,4985.0,1654.0,333.0,1671.0,251.0,203.0,95.0,33.0,1.0,7.0,5.0,1.0,266.0,694.0,9.0,8.0,23.0,13.0,2.0,9.0,84.0,3.0,0.0,24.0,7.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,16.0,0.0,1.0,4.0,0.0,3.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,15.0,33.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,6.0,35.0,1.0,0.0,12.0,9.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,112.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,121.0,2244.0,272.0,137.0,248.0,174.0,58.0,0.0,11.0,38.0,161.0,3.0,4.0,38.0,0.0,153.0,7.0,1915.0,1039.0,552.0,0.0,32.0,0.0,8.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,2.0,2.0,0.0,0.0,2786.0,1456.0,845.0,348.0,4369.0,6.0,17.0,59.0,21.0,13.0,4.0,1004.0,5060.0,97.0,52.0,62.0,19.0,15.0,12.0,0.0,0.0,0.0,0.0,56.0,619.0,15.0,1.0,8.0,34.0,1.0,20.0,30.0,2.0,3.0,10.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,11.0,75.0,0.0,0.0,19.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,16.0,7.0,1.0,0.0,3.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,6.0,0.0,2.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,112.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,103.0,678.0,114.0,44.0,125.0,14.0,23.0,0.0,6.0,17.0,54.0,1.0,1.0,62.0,0.0,61.0,0.0,1349.0,3450.0,753.0,0.0,247.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,11.0,14.0,1.0,0.0,1502.0,130.0,248.0,140.0,1102.0,10.0,19.0,57.0,1.0,3.0,1.0,2524.0,823.0,99.0,165.0,71.0,5.0,16.0,10.0,7.0,2.0,0.0,2.0,43.0,224.0,1.0,0.0,8.0,10.0,4.0,9.0,15.0,0.0,0.0,7.0,3.0,2.0,0.0,0.0,3.0,0.0,6.0,1.0,5.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,21.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,6.0,15.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,198.0,301.0,127.0,61.0,57.0,198.0,8.0,0.0,24.0,7.0,19.0,0.0,8.0,61.0,0.0,29.0,1.0,42.0,488.0,219.0,0.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,1233.0,75.0,358.0,73.0,726.0,17.0,15.0,18.0,1.0,4.0,3.0,584.0,1528.0,51.0,36.0,63.0,13.0,18.0,4.0,0.0,2.0,0.0,0.0,33.0,116.0,1.0,0.0,5.0,9.0,3.0,5.0,15.0,0.0,0.0,28.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
septic,56.0,317.0,495.0,85.0,164.0,56.0,11.0,0.0,364.0,4.0,29.0,0.0,2.0,430.0,1.0,333.0,4.0,155.0,1157.0,3421.0,2.0,337.0,9.0,0.0,0.0,1.0,1.0,4.0,11.0,1.0,2.0,10.0,7.0,2.0,1.0,7223.0,281.0,163.0,283.0,386.0,77.0,27.0,28.0,17.0,18.0,6.0,970.0,846.0,860.0,750.0,58.0,27.0,31.0,50.0,2.0,0.0,0.0,0.0,61.0,439.0,9.0,4.0,5.0,7.0,5.0,16.0,73.0,0.0,0.0,190.0,26.0,99.0,0.0,4.0,0.0,0.0,2.0,6.0,6.0,1.0,0.0,13.0,1.0,0.0,5.0,5.0,48.0,1.0,0.0,4.0,2.0,6.0,7.0,11.0,4.0,4.0,2.0,0.0,1.0,0.0,122.0,1.0,5.0,3.0,0.0,9.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,167.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,151.0,1712.0,1589.0,199.0,282.0,54.0,46.0,0.0,12.0,37.0,126.0,0.0,5.0,1.0,0.0,124.0,11.0,2617.0,4843.0,1042.0,4.0,33.0,22.0,1.0,0.0,0.0,1.0,3.0,19.0,0.0,5.0,4.0,14.0,5.0,0.0,10107.0,239.0,286.0,503.0,316.0,26.0,54.0,56.0,31.0,43.0,3.0,1090.0,914.0,103.0,137.0,78.0,21.0,18.0,396.0,1.0,6.0,0.0,0.0,65.0,174.0,2.0,2.0,21.0,27.0,8.0,16.0,38.0,1.0,0.0,562.0,1.0,5.0,0.0,3.0,0.0,4.0,9.0,1.0,25.0,0.0,0.0,95.0,0.0,0.0,5.0,17.0,109.0,5.0,0.0,5.0,8.0,11.0,15.0,3.0,460.0,0.0,10.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,1.0,0.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,4.0,0.0,3.0,35.0,0.0,318.0,1.0,1.0,1.0,1.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
